dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-10,T0,T0_3,1051.768326635276
CRISPRn-UMUC3,countPerMil,PSMC1,PSMC1-2,T0,T0_3,791.7880456459555
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-5,T0,T0_3,632.1798984563095
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-3,T0,T0_3,519.3023840520856
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-9,T0,T0_3,870.1112189060293
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-3,T0,T0_3,1655.64657424971
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-2,T0,T0_3,689.7704670298931
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-6,T0,T0_3,1079.0827105873184
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-1,T0,T0_3,692.4031787361141
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-2,T0,T0_3,1279.826978186667
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-4,T0,T0_3,1293.3196256810495
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-9,T0,T0_3,1116.9279413642448
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-2,T0,T0_3,1549.3508391110386
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-24,T0,T0_3,666.0760616739044
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-8,T0,T0_3,895.4510690784061
CRISPRn-UMUC3,countPerMil,RPS7,RPS7-8,T0,T0_3,264.25843751192946
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-2,T0,T0_3,1326.5576109720892
CRISPRn-UMUC3,countPerMil,SAGE1,SAGE1-7,T0,T0_3,620.9908737048704
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-9,T0,T0_3,1153.127727324783
CRISPRn-UMUC3,countPerMil,RPL27,RPL27-5,T0,T0_3,1480.9003347492935
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-10,T0,T0_3,959.9525058808198
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-5,T0,T0_3,903.0201152337914
CRISPRn-UMUC3,countPerMil,SAGE1,SAGE1-3,T0,T0_3,887.2238449964656
CRISPRn-UMUC3,countPerMil,RPS7,RPS7-2,T0,T0_3,1302.2050276895454
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-10,T0,T0_3,1347.9483935851347
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-9,T0,T0_3,671.0123961230687
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-10,T0,T0_3,1221.5782316865284
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-1,T0,T0_3,1396.6535601502226
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-1,T0,T0_3,867.8075961630859
CRISPRn-UMUC3,countPerMil,TAAR1,TAAR1-3,T0,T0_3,908.9437165727886
CRISPRn-UMUC3,countPerMil,RXFP2,RXFP2-10,T0,T0_3,1166.9494637824432
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-5,T0,T0_3,707.5412710468846
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-9,T0,T0_3,763.8154837673578
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-5,T0,T0_3,243.854921788717
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-8,T0,T0_3,1579.6270237325796
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-7,T0,T0_3,296.50915591313634
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-8,T0,T0_3,609.8018489534313
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-3,T0,T0_3,1550.9962839274267
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-9,T0,T0_3,1341.6957032828598
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-7,T0,T0_3,807.5843158832813
CRISPRn-UMUC3,countPerMil,OC90,OC90-2,T0,T0_3,885.2493112167999
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-5,T0,T0_3,534.1113873995786
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-5,T0,T0_3,1144.9005032428427
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-1,T0,T0_3,1123.1806316665197
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-2,T0,T0_3,1314.3813193308174
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-9,T0,T0_3,677.9232643518988
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-8,T0,T0_3,1593.7778491535175
CRISPRn-UMUC3,countPerMil,TAS2R9,TAS2R9-2,T0,T0_3,1822.1655896681862
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-3,T0,T0_3,999.1140925108566
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-5,T0,T0_3,925.069075773392
CRISPRn-UMUC3,countPerMil,TAAR1,TAAR1-10,T0,T0_3,445.58645627789855
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-3,T0,T0_3,1022.8084978668452
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-9,T0,T0_3,1103.1062049065847
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-6,T0,T0_3,978.3814878243666
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-10,T0,T0_3,1554.9453514867582
CRISPRn-UMUC3,countPerMil,IL1F10,IL1F10-5,T0,T0_3,1324.912166155701
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-7,T0,T0_3,852.998592815593
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-9,T0,T0_3,728.2738757333748
CRISPRn-UMUC3,countPerMil,VN1R2,VN1R2-1,T0,T0_3,1437.789680559925
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-8,T0,T0_3,1356.1756176670751
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-5,T0,T0_3,1419.689787579656
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-1,T0,T0_3,227.72956258811357
CRISPRn-UMUC3,countPerMil,PSMC2,PSMC2-8,T0,T0_3,792.4462235725108
CRISPRn-UMUC3,countPerMil,TRIM42,TRIM42-8,T0,T0_3,1618.7886103626165
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-6,T0,T0_3,1183.4039119463241
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-3,T0,T0_3,1118.9024751439106
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-2,T0,T0_3,497.58251247576254
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-10,T0,T0_3,1474.3185554837412
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-8,T0,T0_3,893.4765352987404
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-2,T0,T0_3,1629.9776351140556
CRISPRn-UMUC3,countPerMil,TAAR1,TAAR1-1,T0,T0_3,1019.8466971973468
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-5,T0,T0_3,1198.5420042570947
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-7,T0,T0_3,738.475633594981
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-5,T0,T0_3,578.2093084787797
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-1,T0,T0_3,778.2953981515732
CRISPRn-UMUC3,countPerMil,VN1R2,VN1R2-7,T0,T0_3,833.2532550189359
CRISPRn-UMUC3,countPerMil,TAAR8,TAAR8-4,T0,T0_3,1303.521383542656
CRISPRn-UMUC3,countPerMil,PSMA3,PSMA3-7,T0,T0_3,1304.1795614692112
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-5,T0,T0_3,1082.3736002200947
CRISPRn-UMUC3,countPerMil,TAS2R13,TAS2R13-5,T0,T0_3,640.4071225382501
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-3,T0,T0_3,1232.7672564379675
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-1,T0,T0_3,576.8929526256692
CRISPRn-UMUC3,countPerMil,OC90,OC90-3,T0,T0_3,912.89278413212
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-4,T0,T0_3,1467.0785982916334
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-9,T0,T0_3,1131.7369447117378
CRISPRn-UMUC3,countPerMil,OC90,OC90-5,T0,T0_3,406.09578068458404
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-2,T0,T0_3,1104.7516497229728
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-3,T0,T0_3,1267.650686545395
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-3,T0,T0_3,1039.9211239572817
CRISPRn-UMUC3,countPerMil,TAS2R9,TAS2R9-8,T0,T0_3,911.9055172422871
CRISPRn-UMUC3,countPerMil,TRIM42,TRIM42-2,T0,T0_3,1702.7062959984098
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-10,T0,T0_3,893.4765352987404
CRISPRn-UMUC3,countPerMil,TPH2,TPH2-6,T0,T0_3,644.0271011343038
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-6,T0,T0_3,1476.6221782266844
CRISPRn-UMUC3,countPerMil,IL22,IL22-8,T0,T0_3,1344.6575039523586
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-8,T0,T0_3,255.0439465401561
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-5,T0,T0_3,1427.2588337350414
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-1,T0,T0_3,924.4108978468367
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-10,T0,T0_3,1218.2873420537521
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-1,T0,T0_3,1367.3646424185142
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-1,T0,T0_3,1951.497552236291
CRISPRn-UMUC3,countPerMil,TAS2R13,TAS2R13-3,T0,T0_3,775.3335974820745
CRISPRn-UMUC3,countPerMil,VN1R2,VN1R2-5,T0,T0_3,920.4618302875053
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-2,T0,T0_3,426.1702074445189
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-2,T0,T0_3,1188.0111574322111
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-2,T0,T0_3,795.737113205287
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-3,T0,T0_3,1219.9327868701403
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-4,T0,T0_3,1227.830921988803
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-7,T0,T0_3,1145.2295922061203
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-7,T0,T0_3,922.7654530304486
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-5,T0,T0_3,1047.8192590759445
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-1,T0,T0_3,506.797003447536
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-10,T0,T0_3,1305.1668283590438
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-9,T0,T0_3,806.2679600301709
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-1,T0,T0_3,893.805624262018
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-8,T0,T0_3,567.0202837273406
CRISPRn-UMUC3,countPerMil,IL22,IL22-10,T0,T0_3,1549.021750147761
CRISPRn-UMUC3,countPerMil,RPL27,RPL27-3,T0,T0_3,791.7880456459555
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-1,T0,T0_3,1483.5330464555143
CRISPRn-UMUC3,countPerMil,RPS11,RPS11-5,T0,T0_3,566.691194764063
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-8,T0,T0_3,869.7821299427517
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-4,T0,T0_3,1748.449661893999
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-10,T0,T0_3,1215.3255413842535
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-4,T0,T0_3,1476.6221782266844
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-10,T0,T0_3,807.913404846559
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-7,T0,T0_3,1301.2177607997123
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-6,T0,T0_3,504.164291741315
CRISPRn-UMUC3,countPerMil,TAAR1,TAAR1-4,T0,T0_3,807.913404846559
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-2,T0,T0_3,785.8644443069584
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-1,T0,T0_3,1053.0846824883865
CRISPRn-UMUC3,countPerMil,RPTN,RPTN-3,T0,T0_3,1299.2432270200468
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-9,T0,T0_3,920.790919250783
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-3,T0,T0_3,1294.63598153416
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-4,T0,T0_3,343.23978869855847
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-4,T0,T0_3,1493.0766263905655
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-5,T0,T0_3,1087.3099346692588
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-5,T0,T0_3,1068.5518637624348
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-14,T0,T0_3,1211.0473848616443
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-1,T0,T0_3,367.92146094438
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-10,T0,T0_3,1015.8976296380154
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-10,T0,T0_3,424.1956736648532
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-10,T0,T0_3,1076.12090991782
CRISPRn-UMUC3,countPerMil,TGM6,TGM6-6,T0,T0_3,885.2493112167999
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-9,T0,T0_3,1723.7679896481777
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-1,T0,T0_3,2203.9087870702265
CRISPRn-UMUC3,countPerMil,IL22,IL22-6,T0,T0_3,656.5324817388533
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-6,T0,T0_3,1114.6243186213014
CRISPRn-UMUC3,countPerMil,TAAR8,TAAR8-3,T0,T0_3,729.5902315864853
CRISPRn-UMUC3,countPerMil,TAAR8,TAAR8-8,T0,T0_3,844.4422797703749
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-1,T0,T0_3,1084.3481339997604
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-2,T0,T0_3,692.7322676993916
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-3,T0,T0_3,1170.5694423784971
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-4,T0,T0_3,926.7145205897801
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-6,T0,T0_3,1794.1930277895885
CRISPRn-UMUC3,countPerMil,ABCG8,ABCG8-7,T0,T0_3,1082.7026891833723
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-10,T0,T0_3,1100.8025821636413
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-7,T0,T0_3,562.0839492781763
CRISPRn-UMUC3,countPerMil,ADH7,ADH7-9,T0,T0_3,1114.2952296580238
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-1,T0,T0_3,1914.6395883491975
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-10,T0,T0_3,769.739085106355
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-4,T0,T0_3,1780.3712913319284
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-6,T0,T0_3,1692.175449173526
CRISPRn-UMUC3,countPerMil,CABP5,CABP5-8,T0,T0_3,1066.577329982769
CRISPRn-UMUC3,countPerMil,COPA,COPA-5,T0,T0_3,736.1720108520377
CRISPRn-UMUC3,countPerMil,COPB1,COPB1-9,T0,T0_3,1686.910025761084
CRISPRn-UMUC3,countPerMil,COPS4,COPS4-5,T0,T0_3,1047.8192590759445
CRISPRn-UMUC3,countPerMil,COPS8,COPS8-7,T0,T0_3,1226.5145661356926
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-13,T0,T0_3,1725.4134344645659
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-16,T0,T0_3,981.6723774571426
CRISPRn-UMUC3,countPerMil,COPZ1,COPZ1-6,T0,T0_3,1250.2089714916813
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-10,T0,T0_3,1500.9747615092283
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-3,T0,T0_3,1095.2080697879219
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-4,T0,T0_3,1316.355853110483
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-5,T0,T0_3,1450.95323909103
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-7,T0,T0_3,1522.6946330855512
CRISPRn-UMUC3,countPerMil,CRYGB,CRYGB-9,T0,T0_3,1130.749677821905
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-2,T0,T0_3,1446.3459936051431
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-7,T0,T0_3,1899.1724070751493
CRISPRn-UMUC3,countPerMil,CYP7A1,CYP7A1-9,T0,T0_3,671.0123961230687
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-2,T0,T0_3,1563.8307534952537
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-3,T0,T0_3,1990.6591388663278
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-4,T0,T0_3,1553.9580845969251
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-5,T0,T0_3,1165.304018966055
CRISPRn-UMUC3,countPerMil,DEFB129,DEFB129-8,T0,T0_3,1543.0981488087639
CRISPRn-UMUC3,countPerMil,DMRTB1,DMRTB1-2,T0,T0_3,1136.6732791609022
CRISPRn-UMUC3,countPerMil,DMRTC2,DMRTC2-4,T0,T0_3,1156.747705920837
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-1,T0,T0_3,1248.8926156385708
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-10,T0,T0_3,1140.9514356835114
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-2,T0,T0_3,2207.857854629558
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-3,T0,T0_3,1805.0529635777498
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-5,T0,T0_3,989.2414236125279
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-6,T0,T0_3,2377.9968486440875
CRISPRn-UMUC3,countPerMil,FAM71B,FAM71B-8,T0,T0_3,1409.158940754772
CRISPRn-UMUC3,countPerMil,FCRL4,FCRL4-4,T0,T0_3,787.838978086624
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-10,T0,T0_3,1252.5125942346247
CRISPRn-UMUC3,countPerMil,HTR3D,HTR3D-6,T0,T0_3,782.9026436374597
CRISPRn-UMUC3,countPerMil,IL22,IL22-1,T0,T0_3,822.0642302674967
CRISPRn-UMUC3,countPerMil,IL22,IL22-4,T0,T0_3,2860.7703577723573
CRISPRn-UMUC3,countPerMil,IL22,IL22-5,T0,T0_3,1878.4398023886595
CRISPRn-UMUC3,countPerMil,KRT25,KRT25-8,T0,T0_3,721.0339185412671
CRISPRn-UMUC3,countPerMil,KRT74,KRT74-3,T0,T0_3,833.2532550189359
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-10,T0,T0_3,1714.8825876396818
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-6,T0,T0_3,1132.0660336750154
CRISPRn-UMUC3,countPerMil,KRT77,KRT77-7,T0,T0_3,1041.5665687736698
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-3,T0,T0_3,1234.7417902176333
CRISPRn-UMUC3,countPerMil,KRT9,KRT9-7,T0,T0_3,1081.3863333302618
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-10,T0,T0_3,1373.617332720789
CRISPRn-UMUC3,countPerMil,LHX5,LHX5-2,T0,T0_3,1064.2737072398256
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-2,T0,T0_3,1248.5635266752934
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-3,T0,T0_3,856.2894824483692
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-4,T0,T0_3,1210.389206935089
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-6,T0,T0_3,1169.2530865253866
CRISPRn-UMUC3,countPerMil,LUZP4,LUZP4-8,T0,T0_3,1744.8296832979454
CRISPRn-UMUC3,countPerMil,LYZL6,LYZL6-10,T0,T0_3,2118.6747455813224
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-10,T0,T0_3,948.7634811293806
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-2,T0,T0_3,1466.0913314018005
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-4,T0,T0_3,1421.9934103225994
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-5,T0,T0_3,819.7606075245534
CRISPRn-UMUC3,countPerMil,MAGEB3,MAGEB3-8,T0,T0_3,944.4853246067715
CRISPRn-UMUC3,countPerMil,MRGPRD,MRGPRD-4,T0,T0_3,1397.3117380767776
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-1,T0,T0_3,1420.3479655062113
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-10,T0,T0_3,1037.2884122510607
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-4,T0,T0_3,1534.5418357635456
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-5,T0,T0_3,1504.5947401052822
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-6,T0,T0_3,1316.0267641472055
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-7,T0,T0_3,1800.7748070551409
CRISPRn-UMUC3,countPerMil,NLRP5,NLRP5-8,T0,T0_3,783.8899105272926
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-7,T0,T0_3,1804.0656966879171
CRISPRn-UMUC3,countPerMil,NPHS2,NPHS2-8,T0,T0_3,2190.087050612566
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-1,T0,T0_3,856.6185714116468
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-2,T0,T0_3,1702.3772070351322
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-3,T0,T0_3,1142.2677915366216
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-4,T0,T0_3,1134.6987453812364
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-6,T0,T0_3,1240.994480519908
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-8,T0,T0_3,1114.2952296580238
CRISPRn-UMUC3,countPerMil,NPSR1,NPSR1-9,T0,T0_3,835.55687776187915
CRISPRn-UMUC3,countPerMil,NUP133,NUP133-4,T0,T0_3,816.7988068550547
CRISPRn-UMUC3,countPerMil,NUP133,NUP133-9,T0,T0_3,757.8918824283606
CRISPRn-UMUC3,countPerMil,OC90,OC90-10,T0,T0_3,585.1201767076097
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-1,T0,T0_3,571.2984402499497
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-10,T0,T0_3,441.96647768184465
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-3,T0,T0_3,874.0602864653607
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-4,T0,T0_3,1085.3354008895933
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-7,T0,T0_3,1195.5802035875963
CRISPRn-UMUC3,countPerMil,OLIG2,OLIG2-8,T0,T0_3,1313.7231414042622
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-3,T0,T0_3,1374.9336885738996
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-4,T0,T0_3,1235.0708791809109
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-5,T0,T0_3,1588.5124257410755
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-8,T0,T0_3,832.265988129103
CRISPRn-UMUC3,countPerMil,OR12D2,OR12D2-9,T0,T0_3,968.508818926038
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-1,T0,T0_3,1065.2609741296585
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-10,T0,T0_3,1045.515636333001
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-2,T0,T0_3,1169.9112644519416
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-3,T0,T0_3,397.5394676393659
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-4,T0,T0_3,1845.2018170976196
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-5,T0,T0_3,1662.5574424785402
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-6,T0,T0_3,1139.6350798304006
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-7,T0,T0_3,1568.4379989811407
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-8,T0,T0_3,2141.3818840474783
CRISPRn-UMUC3,countPerMil,OR52E8,OR52E8-9,T0,T0_3,1278.8397112968344
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-10,T0,T0_3,948.1053032028254
CRISPRn-UMUC3,countPerMil,OR9Q2,OR9Q2-5,T0,T0_3,1802.420251871529
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-4,T0,T0_3,820.7478744143862
CRISPRn-UMUC3,countPerMil,OTUD6A,OTUD6A-7,T0,T0_3,1457.2059293933048
CRISPRn-UMUC3,countPerMil,PIWIL3,PIWIL3-7,T0,T0_3,1298.9141380567692
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-2,T0,T0_3,1770.169533470322
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-3,T0,T0_3,690.0995559931707
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-4,T0,T0_3,1213.6800965678653
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-7,T0,T0_3,1093.2335360082561
CRISPRn-UMUC3,countPerMil,PLA2G2E,PLA2G2E-8,T0,T0_3,1178.1384885338823
CRISPRn-UMUC3,countPerMil,POLR2A,POLR2A-6,T0,T0_3,893.4765352987404
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-2,T0,T0_3,952.3834597254345
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-3,T0,T0_3,950.0798369824912
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-4,T0,T0_3,737.4883667051481
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-5,T0,T0_3,928.0308764428905
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-6,T0,T0_3,693.390445625947
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-7,T0,T0_3,633.49625430942
CRISPRn-UMUC3,countPerMil,POU4F2,POU4F2-8,T0,T0_3,1034.326611581562
CRISPRn-UMUC3,countPerMil,PSMB2,PSMB2-7,T0,T0_3,838.8477673946553
CRISPRn-UMUC3,countPerMil,PSMB3,PSMB3-4,T0,T0_3,1558.8944190460895
CRISPRn-UMUC3,countPerMil,PSMC2,PSMC2-6,T0,T0_3,576.5638636623916
CRISPRn-UMUC3,countPerMil,PSMD1,PSMD1-15,T0,T0_3,1815.5838104026338
CRISPRn-UMUC3,countPerMil,RNASE9,RNASE9-2,T0,T0_3,679.2396202050093
